player,team_x,url_x,pass_metric,id_x,headshot_url,team_y,url_y,carry_metric,id_y
Oumar Diakité,RE,/en/players/44435c8f/Oumar-Diakite,1.13,44435c8f,https://fbref.com/req/202302030/images/headshots/44435c8f_2022.jpg,RE,/en/players/44435c8f/Oumar-Diakite,0.19,44435c8f
Amadou Koné,RE,/en/players/2eb1ec07/Amadou-Kone,1.12,2eb1ec07,https://fbref.com/req/202302030/images/headshots/2eb1ec07_2022.jpg,RE,/en/players/2eb1ec07/Amadou-Kone,-0.1,2eb1ec07
Tanguy Ndombele,NI,/en/players/5cdddffa/Tanguy-Ndombele,1.12,5cdddffa,https://fbref.com/req/202302030/images/headshots/5cdddffa_2022.jpg,NI,/en/players/5cdddffa/Tanguy-Ndombele,0.01,5cdddffa
Wahbi Khazri,MO,/en/players/2677a1de/Wahbi-Khazri,1.12,2677a1de,https://fbref.com/req/202302030/images/headshots/2677a1de_2022.jpg,MO,/en/players/2677a1de/Wahbi-Khazri,0.4,2677a1de
Habib Diarra,ST,/en/players/6d0fe035/Habib-Diarra,1.05,6d0fe035,https://fbref.com/req/202302030/images/headshots/6d0fe035_2022.jpg,ST,/en/players/6d0fe035/Habib-Diarra,0.54,6d0fe035
Neal Maupay,MA,/en/players/4bcf39f6/Neal-Maupay,1.03,4bcf39f6,https://fbref.com/req/202302030/images/headshots/4bcf39f6_2022.jpg,MA,/en/players/4bcf39f6/Neal-Maupay,-0.07,4bcf39f6
Pierre Lees-Melou,BR,/en/players/f5044e54/Pierre-Lees-Melou,1.02,f5044e54,https://fbref.com/req/202302030/images/headshots/f5044e54_2022.jpg,BR,/en/players/f5044e54/Pierre-Lees-Melou,-0.34,f5044e54
Rassoul Ndiaye,LE,/en/players/36f65bdf/Rassoul-Ndiaye,0.99,36f65bdf,https://fbref.com/req/202302030/images/headshots/36f65bdf_2022.jpg,LE,/en/players/36f65bdf/Rassoul-Ndiaye,-0.89,36f65bdf
Jim Allevinah,AN,/en/players/1956b948/Jim-Allevinah,0.97,1956b948,https://fbref.com/req/202302030/images/headshots/1956b948_2022.jpg,AN,/en/players/1956b948/Jim-Allevinah,0.83,1956b948
Benjamin André,LI,/en/players/ef9c1c95/Benjamin-Andre,0.97,ef9c1c95,https://fbref.com/req/202302030/images/headshots/ef9c1c95_2022.jpg,LI,/en/players/ef9c1c95/Benjamin-Andre,-0.9,ef9c1c95
