player,team_x,url_x,pass_metric,id_x,headshot_url,team_y,url_y,carry_metric,id_y
Adam Lallana,SO,/en/players/99813635/Adam-Lallana,0.24,99813635,https://fbref.com/req/202302030/images/headshots/99813635_2022.jpg,SO,/en/players/99813635/Adam-Lallana,-0.61,99813635
Rodrigo Bentancur,TO,/en/players/3b8674e6/Rodrigo-Bentancur,0.23,3b8674e6,https://fbref.com/req/202302030/images/headshots/3b8674e6_2022.jpg,TO,/en/players/3b8674e6/Rodrigo-Bentancur,-0.58,3b8674e6
Dango Ouattara,BO,/en/players/2f9e4435/Dango-Ouattara,0.23,2f9e4435,https://fbref.com/req/202302030/images/headshots/2f9e4435_2022.jpg,BO,/en/players/2f9e4435/Dango-Ouattara,2.14,2f9e4435
Carlos Soler,WE,/en/players/fed17f5a/Carlos-Soler,0.22,fed17f5a,https://fbref.com/req/202302030/images/headshots/fed17f5a_2022.jpg,WE,/en/players/fed17f5a/Carlos-Soler,-0.37,fed17f5a
Anthony Elanga,NO,/en/players/2fba6108/Anthony-Elanga,0.21,2fba6108,https://fbref.com/req/202302030/images/headshots/2fba6108_2022.jpg,NO,/en/players/2fba6108/Anthony-Elanga,2.26,2fba6108
Murillo,NO,/en/players/1704b0b8/Murillo,0.21,1704b0b8,https://fbref.com/req/202302030/images/headshots/1704b0b8_2022.jpg,NO,/en/players/1704b0b8/Murillo,-0.76,1704b0b8
Valentino Livramento,NE,/en/players/afed6722/Valentino-Livramento,0.21,afed6722,https://fbref.com/req/202302030/images/headshots/afed6722_2022.jpg,NE,/en/players/afed6722/Valentino-Livramento,0.25,afed6722
Ryan Gravenberch,LI,/en/players/b8e740fb/Ryan-Gravenberch,0.2,b8e740fb,https://fbref.com/req/202302030/images/headshots/b8e740fb_2022.jpg,LI,/en/players/b8e740fb/Ryan-Gravenberch,-0.23,b8e740fb
Eddie Nketiah,CR,/en/players/a53649b7/Eddie-Nketiah,0.19,a53649b7,https://fbref.com/req/202302030/images/headshots/a53649b7_2022.jpg,CR,/en/players/a53649b7/Eddie-Nketiah,2.57,a53649b7
Ben White,AR,/en/players/35e413f1/Ben-White,0.17,35e413f1,https://fbref.com/req/202302030/images/headshots/35e413f1_2022.jpg,AR,/en/players/35e413f1/Ben-White,-0.71,35e413f1
Tom Cairney,FU,/en/players/a8748947/Tom-Cairney,0.17,a8748947,https://fbref.com/req/202302030/images/headshots/a8748947_2022.jpg,FU,/en/players/a8748947/Tom-Cairney,-0.52,a8748947
Ferdi Kadioglu,BR,/en/players/66c52a77/Ferdi-Kadioglu,0.16,66c52a77,https://fbref.com/req/202302030/images/headshots/66c52a77_2022.jpg,BR,/en/players/66c52a77/Ferdi-Kadioglu,-0.98,66c52a77
Boubacar Kamara,AS,/en/players/cc77354e/Boubacar-Kamara,0.14,cc77354e,https://fbref.com/req/202302030/images/headshots/cc77354e_2022.jpg,AS,/en/players/cc77354e/Boubacar-Kamara,-0.67,cc77354e
Sávio,MA,/en/players/fe6e7156/Savio,0.14,fe6e7156,https://fbref.com/req/202302030/images/headshots/fe6e7156_2022.jpg,MA,/en/players/fe6e7156/Savio,2.48,fe6e7156
Marcos Senesi,BO,/en/players/35141f4c/Marcos-Senesi,0.13,35141f4c,https://fbref.com/req/202302030/images/headshots/35141f4c_2022.jpg,BO,/en/players/35141f4c/Marcos-Senesi,-0.74,35141f4c
Sandro Tonali,NE,/en/players/0db169ae/Sandro-Tonali,0.12,0db169ae,https://fbref.com/req/202302030/images/headshots/0db169ae_2022.jpg,NE,/en/players/0db169ae/Sandro-Tonali,-0.47,0db169ae
Pape Matar Sarr,TO,/en/players/feb5d972/Pape-Matar-Sarr,0.1,feb5d972,https://fbref.com/req/202302030/images/headshots/feb5d972_2022.jpg,TO,/en/players/feb5d972/Pape-Matar-Sarr,-0.46,feb5d972
Ross Barkley,AS,/en/players/3a24769f/Ross-Barkley,0.1,3a24769f,https://fbref.com/req/202302030/images/headshots/3a24769f_2022.jpg,AS,/en/players/3a24769f/Ross-Barkley,-0.11,3a24769f
Casemiro,MA,/en/players/4d224fe8/Casemiro,0.08,4d224fe8,https://fbref.com/req/202302030/images/headshots/4d224fe8_2022.jpg,MA,/en/players/4d224fe8/Casemiro,-1.14,4d224fe8
Jørgen Strand Larsen,WO,/en/players/f553b2b3/Jorgen-Strand-Larsen,0.08,f553b2b3,https://fbref.com/req/202302030/images/headshots/f553b2b3_2022.jpg,WO,/en/players/f553b2b3/Jorgen-Strand-Larsen,-0.26,f553b2b3
Yukinari Sugawara,SO,/en/players/580bcd18/Yukinari-Sugawara,0.07,580bcd18,https://fbref.com/req/202302030/images/headshots/580bcd18_2022.jpg,SO,/en/players/580bcd18/Yukinari-Sugawara,-0.03,580bcd18
Adam Smith,BO,/en/players/20b104bc/Adam-Smith,0.06,20b104bc,https://fbref.com/req/202302030/images/headshots/20b104bc_2022.jpg,BO,/en/players/20b104bc/Adam-Smith,-0.57,20b104bc
Nathan Aké,MA,/en/players/eaeca114/Nathan-Ake,0.04,eaeca114,https://fbref.com/req/202302030/images/headshots/eaeca114_2022.jpg,MA,/en/players/eaeca114/Nathan-Ake,-0.65,eaeca114
David Brooks,BO,/en/players/dc4cae05/David-Brooks,0.03,dc4cae05,https://fbref.com/req/202302030/images/headshots/dc4cae05_2022.jpg,BO,/en/players/dc4cae05/David-Brooks,0.97,dc4cae05
Yehor Yarmoliuk,BR,/en/players/907a5d7c/Yehor-Yarmoliuk,0.02,907a5d7c,https://fbref.com/req/202302030/images/headshots/907a5d7c_2022.jpg,BR,/en/players/907a5d7c/Yehor-Yarmoliuk,-0.27,907a5d7c
Aaron Wan-Bissaka,WE,/en/players/9e525177/Aaron-Wan-Bissaka,0.02,9e525177,https://fbref.com/req/202302030/images/headshots/9e525177_2022.jpg,WE,/en/players/9e525177/Aaron-Wan-Bissaka,1.08,9e525177
Trevoh Chalobah,CR,/en/players/5515376c/Trevoh-Chalobah,0.02,5515376c,https://fbref.com/req/202302030/images/headshots/5515376c_2022.jpg,CR,/en/players/5515376c/Trevoh-Chalobah,-0.43,5515376c
Trevoh Chalobah,CR,/en/players/5515376c/Trevoh-Chalobah,0.02,5515376c,https://fbref.com/req/202302030/images/headshots/5515376c_2022.jpg,CH,/en/players/5515376c/Trevoh-Chalobah,-0.9,5515376c
Lisandro Martínez,MA,/en/players/bac46a10/Lisandro-Martinez,0.02,bac46a10,https://fbref.com/req/202302030/images/headshots/bac46a10_2022.jpg,MA,/en/players/bac46a10/Lisandro-Martinez,-0.83,bac46a10
Mario Lemina,WO,/en/players/2b471f99/Mario-Lemina,0.02,2b471f99,https://fbref.com/req/202302030/images/headshots/2b471f99_2022.jpg,WO,/en/players/2b471f99/Mario-Lemina,-0.83,2b471f99
Manuel Akanji,MA,/en/players/89ac64a6/Manuel-Akanji,0.01,89ac64a6,https://fbref.com/req/202302030/images/headshots/89ac64a6_2022.jpg,MA,/en/players/89ac64a6/Manuel-Akanji,-0.53,89ac64a6
Nathan Broadhead,IP,/en/players/43309491/Nathan-Broadhead,0.01,43309491,https://fbref.com/req/202302030/images/headshots/43309491_2022.jpg,IP,/en/players/43309491/Nathan-Broadhead,1.05,43309491
Tyler Adams,BO,/en/players/2b09d998/Tyler-Adams,0.01,2b09d998,https://fbref.com/req/202302030/images/headshots/2b09d998_2022.jpg,BO,/en/players/2b09d998/Tyler-Adams,-0.84,2b09d998
Evanilson,BO,/en/players/6f3cc2fe/Evanilson,0.01,6f3cc2fe,https://fbref.com/req/202302030/images/headshots/6f3cc2fe_2022.jpg,BO,/en/players/6f3cc2fe/Evanilson,0.72,6f3cc2fe
Callum Hudson-Odoi,NO,/en/players/15f3ec41/Callum-Hudson-Odoi,0.0,15f3ec41,https://fbref.com/req/202302030/images/headshots/15f3ec41_2022.jpg,NO,/en/players/15f3ec41/Callum-Hudson-Odoi,2.87,15f3ec41
Myles Lewis-Skelly,AR,/en/players/5dff6c28/Myles-Lewis-Skelly,-0.02,5dff6c28,https://fbref.com/req/202302030/images/headshots/5dff6c28_2022.jpg,AR,/en/players/5dff6c28/Myles-Lewis-Skelly,-0.11,5dff6c28
Jamie Vardy,LE,/en/players/45963054/Jamie-Vardy,-0.03,45963054,https://fbref.com/req/202302030/images/headshots/45963054_2022.jpg,LE,/en/players/45963054/Jamie-Vardy,1.12,45963054
Sam Morsy,IP,/en/players/a23c0949/Sam-Morsy,-0.03,a23c0949,https://fbref.com/req/202302030/images/headshots/a23c0949_2022.jpg,IP,/en/players/a23c0949/Sam-Morsy,-0.9,a23c0949
Edson Álvarez,WE,/en/players/8b3ab7ad/Edson-Alvarez,-0.03,8b3ab7ad,https://fbref.com/req/202302030/images/headshots/8b3ab7ad_2022.jpg,WE,/en/players/8b3ab7ad/Edson-Alvarez,-0.59,8b3ab7ad
Yasin Ayari,BR,/en/players/f173303a/Yasin-Ayari,-0.04,f173303a,https://fbref.com/req/202302030/images/headshots/f173303a_2022.jpg,BR,/en/players/f173303a/Yasin-Ayari,-0.31,f173303a
Paul Onuachu,SO,/en/players/c06d1086/Paul-Onuachu,-0.04,c06d1086,https://fbref.com/req/202302030/images/headshots/c06d1086_2022.jpg,SO,/en/players/c06d1086/Paul-Onuachu,-0.38,c06d1086
Vladimír Coufal,WE,/en/players/fdf3cb77/Vladimir-Coufal,-0.05,fdf3cb77,https://fbref.com/req/202302030/images/headshots/fdf3cb77_2022.jpg,WE,/en/players/fdf3cb77/Vladimir-Coufal,-0.05,fdf3cb77
